year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e
2004,Vistra,Investor-owned Company,Lignite Coal,21.772657176,Million tonnes/yr,29.15816276183941
2005,Vistra,Investor-owned Company,Lignite Coal,22.044815390700002,Million tonnes/yr,29.522639796362405
2006,Vistra,Investor-owned Company,Lignite Coal,20.9561825319,Million tonnes/yr,28.064731658270436
2007,Vistra,Investor-owned Company,Lignite Coal,19.867549673099997,Million tonnes/yr,26.606823520178462
2008,Vistra,Investor-owned Company,Lignite Coal,20.9561825319,Million tonnes/yr,28.064731658270436
2009,Vistra,Investor-owned Company,Lignite Coal,20.5933049123,Million tonnes/yr,27.578762278906446
2010,Vistra,Investor-owned Company,Lignite Coal,25.0385557524,Million tonnes/yr,33.531887176115326
2011,Vistra,Investor-owned Company,Lignite Coal,29.302367782699992,Million tonnes/yr,39.2420273836422
2012,Vistra,Investor-owned Company,Lignite Coal,28.152045728568,Million tonnes/yr,37.70150445105836
2013,Vistra,Investor-owned Company,Lignite Coal,26.375759780626,Million tonnes/yr,35.32268433907163
2014,Vistra,Investor-owned Company,Lignite Coal,26.957271166035003,Million tonnes/yr,36.10145026950242
2015,Vistra,Investor-owned Company,Lignite Coal,26.620702173856,Million tonnes/yr,35.65071367014232
2016,Vistra,Investor-owned Company,Lignite Coal,21.996734106103002,Million tonnes/yr,29.458248853596672
2017,Vistra,Investor-owned Company,Lignite Coal,22.501133997347,Million tonnes/yr,30.133746290912622
2018,Vistra,Investor-owned Company,Lignite Coal,12.684387193117999,Million tonnes/yr,16.987059655668276
2019,Vistra,Investor-owned Company,Lignite Coal,11.959538502,Million tonnes/yr,16.016334955303165
2020,Vistra,Investor-owned Company,Lignite Coal,11.847046445999998,Million tonnes/yr,15.86568445583737
2021,Vistra,Investor-owned Company,Lignite Coal,9.849405257999999,Million tonnes/yr,13.190423166936696
2022,Vistra,Investor-owned Company,Lignite Coal,8.46865599,Million tonnes/yr,11.341309778332326
1854,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.01122396988354491,Million tonnes/yr,0.01503125401979582
1854,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.03424908283410143,Million tonnes/yr,0.06915199585317056
1854,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.00553211829928064,Million tonnes/yr,0.01501493817389185
1855,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.01459547310480091,Million tonnes/yr,0.01954640524285424
1855,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.04453696544537975,Million tonnes/yr,0.08992416131871298
1855,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.00719387916328283,Million tonnes/yr,0.01952518818716986
1856,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.0179669763260569,Million tonnes/yr,0.02406155646591266
1856,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.05482484805665807,Million tonnes/yr,0.11069632678425542
1856,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.00885564002728502,Million tonnes/yr,0.02403543820044785
1857,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.02088469110486855,Million tonnes/yr,0.02796898961591848
1857,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.0637280286808869,Million tonnes/yr,0.12867265370048106
1857,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.01029373492008841,Million tonnes/yr,0.02793862767245178
1858,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.02380240497648616,Million tonnes/yr,0.03187642155100086
1858,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.07263120930511571,Million tonnes/yr,0.14664898061670673
1858,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.01173183072008585,Million tonnes/yr,0.03184181960670649
1859,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.02672011884810376,Million tonnes/yr,0.03578385348608323
1859,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.08153438992934454,Million tonnes/yr,0.16462530753293242
1859,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.01316992561288924,Million tonnes/yr,0.03574500907871041
1860,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.02963783271972137,Million tonnes/yr,0.03969128542116559
1860,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.09043756964637932,Million tonnes/yr,0.18260163261745127
1860,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.01460802141288668,Million tonnes/yr,0.03964820101296512
1861,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.03255554749853302,Million tonnes/yr,0.04359871857117141
1861,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.09934075027060814,Million tonnes/yr,0.20057795953367688
1861,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.01604611630569006,Million tonnes/yr,0.04355139048496904
1862,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.03547326137015062,Million tonnes/yr,0.04750615050625378
1862,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.10824393089483696,Million tonnes/yr,0.21855428644990255
1862,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.0174842121056875,Million tonnes/yr,0.04745458241922375
1863,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.03839097524176823,Million tonnes/yr,0.05141358244133615
1863,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.1171471115190658,Million tonnes/yr,0.23653061336612824
1863,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.01892230699849089,Million tonnes/yr,0.05135777189122768
1864,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.04130869002057988,Million tonnes/yr,0.05532101559134197
1864,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.1260502921432946,Million tonnes/yr,0.25450694028235393
1864,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.02036040279848832,Million tonnes/yr,0.05526096382548238
1865,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.04422640389219749,Million tonnes/yr,0.05922844752642434
1865,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.13495347186032938,Million tonnes/yr,0.27248326536687273
1865,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.02179849769129171,Million tonnes/yr,0.05916415329748631
1866,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.04714411776381509,Million tonnes/yr,0.0631358794615067
1866,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.14385665248455823,Million tonnes/yr,0.2904595922830985
1866,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.02323659349128915,Million tonnes/yr,0.06306734523174103
1867,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.05006183163543269,Million tonnes/yr,0.06704331139658908
1867,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.15275983310878705,Million tonnes/yr,0.30843591919932406
1867,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.02467468838409254,Million tonnes/yr,0.06697053470374495
1868,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.05297954641424435,Million tonnes/yr,0.0709507445465949
1868,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.16166301373301586,Million tonnes/yr,0.32641224611554975
1868,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.02611278418408997,Million tonnes/yr,0.07087372663799964
1869,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.05589726028586195,Million tonnes/yr,0.07485817648167727
1869,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.17056619435724468,Million tonnes/yr,0.34438857303177545
1869,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.02755087907689336,Million tonnes/yr,0.07477691611000357
1870,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.07640502133531149,Million tonnes/yr,0.10232237755401588
1870,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.23314405067101765,Million tonnes/yr,0.47073892469729806
1870,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.03765883154207516,Million tonnes/yr,0.10221130437120138
1871,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.09691278238476105,Million tonnes/yr,0.1297865786263545
1871,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.29572190789198466,Million tonnes/yr,0.5970892781945275
1871,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.04776678400725697,Million tonnes/yr,0.1296456926323992
1872,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.1174205434342106,Million tonnes/yr,0.15725077969869317
1872,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.3582997651129517,Million tonnes/yr,0.7234396316917571
1872,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.05787473647243878,Million tonnes/yr,0.157080080893597
1873,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.13792830448366014,Million tonnes/yr,0.1847149807710318
1873,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.4208776223339188,Million tonnes/yr,0.8497899851889867
1873,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.06798268893762058,Million tonnes/yr,0.1845144691547948
1874,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.15843606553310968,Million tonnes/yr,0.2121791818433704
1874,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.48345547864769184,Million tonnes/yr,0.9761403368545093
1874,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.07809064140280239,Million tonnes/yr,0.21194885741599265
1875,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.17894382658255922,Million tonnes/yr,0.23964338291570905
1875,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.5460333358686588,Million tonnes/yr,1.1024906903517386
1875,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.08819859386798419,Million tonnes/yr,0.2393832456771904
1876,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.19945158763200876,Million tonnes/yr,0.2671075839880476
1876,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.6086111930896256,Million tonnes/yr,1.2288410438489683
1876,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.098306546333166,Million tonnes/yr,0.26681763393838825
1877,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.21995934868145833,Million tonnes/yr,0.2945717850603862
1877,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.6711890494033987,Million tonnes/yr,1.3551913955144907
1877,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.1084144987983478,Million tonnes/yr,0.294252022199586
1878,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.24046710973090787,Million tonnes/yr,0.3220359861327249
1878,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.7337669066243657,Million tonnes/yr,1.4815417490117206
1878,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.1185224512635296,Million tonnes/yr,0.32168641046078394
1879,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.2609748707803574,Million tonnes/yr,0.3495001872050636
1879,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.7963447638453328,Million tonnes/yr,1.6078921025089496
1879,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.12863040372871143,Million tonnes/yr,0.3491207987219817
1880,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.28148263273700097,Million tonnes/yr,0.3769643894923256
1880,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.8589226201591058,Million tonnes/yr,1.7342424541744725
1880,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.1387383561938932,Million tonnes/yr,0.3765551869831794
1881,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.30199039378645054,Million tonnes/yr,0.40442859056466424
1881,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.921500477380073,Million tonnes/yr,1.8605928076717024
1881,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.14884630865907503,Million tonnes/yr,0.4039895752443773
1882,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.32249815483590005,Million tonnes/yr,0.4318927916370029
1882,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,0.9840783346010399,Million tonnes/yr,1.9869431611689319
1882,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.1589542611242568,Million tonnes/yr,0.43142396350557505
1883,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.3430059158853496,Million tonnes/yr,0.45935699270934144
1883,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.0466561909148129,Million tonnes/yr,2.1132935128344545
1883,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.1690622135894386,Million tonnes/yr,0.4588583517667728
1884,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.3635136769347992,Million tonnes/yr,0.4868211937816801
1884,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.1092340481357799,Million tonnes/yr,2.2396438663316838
1884,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.17917016605462044,Million tonnes/yr,0.48629274002797074
1885,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.3840214379842487,Million tonnes/yr,0.5142853948540187
1885,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.1718119053567468,Million tonnes/yr,2.365994219828913
1885,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.18927811851980225,Million tonnes/yr,0.5137271282891684
1886,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.40452919903369833,Million tonnes/yr,0.5417495959263574
1886,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.2343897625777138,Million tonnes/yr,2.492344573326143
1886,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.19938607098498404,Million tonnes/yr,0.5411615165503664
1887,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.42503696008314784,Million tonnes/yr,0.5692137969986959
1887,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.2969676188914872,Million tonnes/yr,2.6186949249916656
1887,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.20949402345016585,Million tonnes/yr,0.5685959048115641
1888,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.44554472113259735,Million tonnes/yr,0.5966779980710346
1888,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.3595454761124541,Million tonnes/yr,2.7450452784888957
1888,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.21960197591534764,Million tonnes/yr,0.5960302930727619
1889,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.46605248218204687,Million tonnes/yr,0.6241421991433732
1889,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.422123333333421,Million tonnes/yr,2.8713956319861245
1889,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.22970992838052945,Million tonnes/yr,0.6234646813339597
1890,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.4865602432314965,Million tonnes/yr,0.6516064002157118
1890,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.484701189647194,Million tonnes/yr,2.997745983651647
1890,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.23981788084571123,Million tonnes/yr,0.6508990695951575
1891,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.507068004280946,Million tonnes/yr,0.6790706012880504
1891,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.547279046868161,Million tonnes/yr,3.1240963371488766
1891,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.24992583331089308,Million tonnes/yr,0.6783334578563552
1892,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.5275757653303955,Million tonnes/yr,0.706534802360389
1892,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.609856904089128,Million tonnes/yr,3.2504466906461063
1892,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.2600337857760749,Million tonnes/yr,0.7057678461175533
1893,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.5480835263798451,Million tonnes/yr,0.7339990034327277
1893,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.672434760402901,Million tonnes/yr,3.3767970423116287
1893,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.27014173824125665,Million tonnes/yr,0.7332022343787509
1894,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.5685912874292944,Million tonnes/yr,0.7614632045050662
1894,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.7350126176238683,Million tonnes/yr,3.5031473958088584
1894,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.28024969070643846,Million tonnes/yr,0.7606366226399488
1895,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.5890990484787442,Million tonnes/yr,0.7889274055774049
1895,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.7975904748448348,Million tonnes/yr,3.6294977493060876
1895,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.29035764317162027,Million tonnes/yr,0.7880710109011465
1896,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.6096068095281937,Million tonnes/yr,0.8163916066497436
1896,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.8601683320658022,Million tonnes/yr,3.7558481028033177
1896,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.3004655956368021,Million tonnes/yr,0.8155053991623443
1897,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.6301145705776433,Million tonnes/yr,0.8438558077220824
1897,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.9227461883795751,Million tonnes/yr,3.882198454468839
1897,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.3105735481019839,Million tonnes/yr,0.8429397874235423
1898,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.6506223316270928,Million tonnes/yr,0.8713200087944208
1898,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.9853240456005417,Million tonnes/yr,4.008548807966069
1898,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.32068150056716566,Million tonnes/yr,0.87037417568474
1899,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.6711300926765423,Million tonnes/yr,0.8987842098667593
1899,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.047901902821509,Million tonnes/yr,4.1348991614632995
1899,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.33078945303234747,Million tonnes/yr,0.8978085639459378
1900,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.691637853725992,Million tonnes/yr,0.9262484109390983
1900,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.110479759135282,Million tonnes/yr,4.2612495131288215
1900,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.34089740549752934,Million tonnes/yr,0.9252429522071357
1901,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.7121456147754415,Million tonnes/yr,0.9537126120114368
1901,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.173057616356249,Million tonnes/yr,4.387599866626052
1901,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.3510053579627111,Million tonnes/yr,0.9526773404683334
1902,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.732653376732085,Million tonnes/yr,0.9811768142986987
1902,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.235635473577216,Million tonnes/yr,4.51395022012328
1902,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.36111331042789285,Million tonnes/yr,0.9801117287295312
1903,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.7531611377815346,Million tonnes/yr,1.0086410153710375
1903,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.2982133298909893,Million tonnes/yr,4.640300571788803
1903,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.37122126289307467,Million tonnes/yr,1.007546116990729
1904,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.7736688988309841,Million tonnes/yr,1.0361052164433762
1904,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.3607911871119565,Million tonnes/yr,4.766650925286034
1904,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.38132921535825653,Million tonnes/yr,1.034980505251927
1905,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.7941766598804337,Million tonnes/yr,1.0635694175157149
1905,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.4233690443329228,Million tonnes/yr,4.893001278783263
1905,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.3914371678234383,Million tonnes/yr,1.0624148935131248
1906,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.814684420929883,Million tonnes/yr,1.0910336185880531
1906,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.485946900646696,Million tonnes/yr,5.019351630448784
1906,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.4015451202886201,Million tonnes/yr,1.0898492817743224
1907,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.8351921819793328,Million tonnes/yr,1.1184978196603919
1907,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.548524757867663,Million tonnes/yr,5.145701983946014
1907,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.4116530727538019,Million tonnes/yr,1.1172836700355204
1908,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.8556999430287823,Million tonnes/yr,1.1459620207327306
1908,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.61110261508863,Million tonnes/yr,5.2720523374432435
1908,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.4217610252189837,Million tonnes/yr,1.1447180582967178
1909,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.8762077040782318,Million tonnes/yr,1.1734262218050693
1909,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.6736804723095973,Million tonnes/yr,5.3984026909404745
1909,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.43186897768416554,Million tonnes/yr,1.1721524465579158
1910,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.8967154651276814,Million tonnes/yr,1.200890422877408
1910,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.7362583286233697,Million tonnes/yr,5.5247530426059965
1910,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.44197693014934736,Million tonnes/yr,1.1995868348191137
1911,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.9172232261771309,Million tonnes/yr,1.2283546239497463
1911,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.7988361858443374,Million tonnes/yr,5.651103396103227
1911,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.4520848826145291,Million tonnes/yr,1.2270212230803115
1912,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.9377309872265804,Million tonnes/yr,1.2558188250220852
1912,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.861414043065304,Million tonnes/yr,5.777453749600454
1912,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.462192835079711,Million tonnes/yr,1.254455611341509
1913,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.9582387482760301,Million tonnes/yr,1.2832830260944235
1913,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.923991899379077,Million tonnes/yr,5.903804101265978
1913,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.47230078754489274,Million tonnes/yr,1.281889999602707
1914,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.938275440642282,Million tonnes/yr,1.256547962544572
1914,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.8630754020423432,Million tonnes/yr,5.78080818363442
1914,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.46246118761537536,Million tonnes/yr,1.2551839574313486
1915,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.9183121339157276,Million tonnes/yr,1.2298129002096432
1915,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.8021589037984143,Million tonnes/yr,5.657812264171155
1915,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.452621587685858,Million tonnes/yr,1.2284779152599898
1916,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.8983488262819797,Million tonnes/yr,1.2030778366597914
1916,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.7412424055544857,Million tonnes/yr,5.534816344707891
1916,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.4427819877563407,Million tonnes/yr,1.2017718730886313
1917,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.8783855195554254,Million tonnes/yr,1.1763427743248631
1917,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.680325908217751,Million tonnes/yr,5.411820427076332
1917,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.43294238873401736,Million tonnes/yr,1.1750658333795232
1918,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.8584222119216774,Million tonnes/yr,1.1496077107750111
1918,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.6194094099738225,Million tonnes/yr,5.288824507613068
1918,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.4231027888045,Million tonnes/yr,1.148359791208165
1919,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.8384589051951232,Million tonnes/yr,1.1228726484400824
1919,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.5584929126370883,Million tonnes/yr,5.165828589981511
1919,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.41326318887498265,Million tonnes/yr,1.1216537490368061
1920,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.8184955975613752,Million tonnes/yr,1.0961375848902306
1920,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.49757641439316,Million tonnes/yr,5.042832670518247
1920,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.40342358894546526,Million tonnes/yr,1.0949477068654474
1921,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.798532289927627,Million tonnes/yr,1.0694025213403786
1921,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.436659916149231,Million tonnes/yr,4.919836751054981
1921,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.39358398901594793,Million tonnes/yr,1.0682416646940889
1922,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.7785689832010728,Million tonnes/yr,1.0426674590054499
1922,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.3757434188124966,Million tonnes/yr,4.796840833423424
1922,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.38374438999362465,Million tonnes/yr,1.0415356249849808
1923,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.7586056755673248,Million tonnes/yr,1.0159323954555983
1923,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.3148269205685676,Million tonnes/yr,4.673844913960159
1923,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.3739047900641072,Million tonnes/yr,1.0148295828136222
1924,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.7386423688407706,Million tonnes/yr,0.9891973331206696
1924,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.2539104223246396,Million tonnes/yr,4.550848994496894
1924,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.36406519013458993,Million tonnes/yr,0.9881235406422637
1925,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.7186790612070225,Million tonnes/yr,0.9624622695708177
1925,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.1929939249879054,Million tonnes/yr,4.427853076865338
1925,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.35422559020507255,Million tonnes/yr,0.961417498470905
1926,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.6987157535732743,Million tonnes/yr,0.9357272060209657
